,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,sine,white noise
202.5,22.182038076895161,19816.899987742872,10426.748859827438,732.47344963911473,10478.939746425176,30747.874059335591,3625.6216812840739,9881.0841794972876,931.09193355015373,15908.135354242233,3101.2086322921396,980.3404230414028,15478.124229128913,41.566350076521118,820.27127281806349,1175.967916804427,349.07417700653616,2515.7941306202265,356.48429500420269,4469.1540081429057,6589.6949201055604,29085.236889645814,15693.758601842872,1559.7765649970954,5625.3839381023863,26781.66326698511,6695.9656437201465,10829.606656364424,5220.8953784550195,1145.2061160176715,17670.489637513285,6879.7276748216782,2596.9529109941186,2908.796116951823,180.8761763603714,223704.71920043734
204,185.5912618956948,2685.6207138611694,7743.0548238559895,6348.8537994860762,14157.212087101392,12386.118202413272,24763.044427959077,44758.899265233558,4875.534293267463,5248.4661998504607,15721.743004888987,575.57886089984845,2060.942687050479,216.26471762809047,888.61373748791357,371.99329551085702,879.1371596904836,2476.6653422430654,321.69836491461314,2825.3692402230927,4257.2466808621311,6239.1716617320644,901.91198874430734,1054.033308302485,284.94005697051944,23624.039438155945,13970.148721779831,3768.0392703532425,1176.3449207263336,2136.6082707391406,1356.5649348343634,7010.8665974933047,6765.8655076563628,2559.3641847853937,177.46832006714152,813807.44209326676
205.5,26.987529090147206,8928.5310107917685,4683.0112981620287,4398.074484382817,1289.4025193942794,40246.034069397028,2799.6279883806014,267.38850665857655,23377.02485427363,891.04056700344177,7240.0405161517574,601.20212316338643,5513.848066570019,57.752392076642693,1437.3958611668102,164.48817585385339,190.80235782937976,667.73884042799489,273.8439499820368,427.09231369372804,21913.155122467218,11783.511618497843,38883.815867384226,829.89093101825563,1526.8204409275747,17713.541682449035,9181.5971759244403,12979.894681957878,2295.8787932996856,3067.4958628338441,1409.1115384831057,2442.8996631138134,2966.5089733642003,1790.4422108043252,174.16355467358838,3877.5049960455244
207,159.5024754407674,5918.0149978230656,6127.0480614394664,1285.832762590903,18049.382809563725,4535.4819598491922,484.49036960867682,8439.6020992891354,8213.3512262157055,3279.6090447741276,6906.6499252670119,516.89113322804599,21462.194524436793,16.852286825540556,1333.0210730371746,2019.3908553554409,2784.8216949524217,365.11582679894633,101.12424301673673,8011.9270031075393,2561.6556455815685,3761.5265218036825,641.21168745287162,1101.0815267272892,769.52914772208976,21151.752563769911,4615.8617218214067,14237.692116324075,5948.3062571650862,6140.1205797302391,1552.9012060309599,566.15882453905374,7103.7213216602804,3873.5631390368148,170.95760385153616,8929.8896850021756
208.5,190.77344428864444,4677.7976003978201,13343.436265792614,1035.4208983689812,11934.495696620594,9189.4316066598894,40046.834181730053,1100.8492686251423,6176.5159402026311,1901.9641278563959,5769.7108020422447,538.8833586594792,1546.657768219882,162.69075282350857,1654.5580750667664,5518.1133017103739,335.02398170830946,746.174564286041,61.979972691858649,6497.9995657761383,562.94110557215754,3814.7592083143741,352.6970091278086,4024.9799834360006,7065.6287209932598,3318.4577423755459,1844.9041988095255,27682.279859860828,897.76002637529029,4802.3247245061038,368.18595465269863,4058.3250226840628,9719.19708110184,3214.463402208411,167.84641629593196,491704.80747267179
210,96.051756064054103,1541.6335278674474,2776.2315837185324,986.03927706340153,2556.5572997063364,3104.9528184036462,25571.034145094549,19007.154601677339,1621.6568007978772,24616.526248194867,23350.663860768098,919.40954925145297,5356.5568752593317,237.94025823827604,672.80611400535304,3301.0058344072399,2288.4462181269082,537.28927201498539,353.95461094479828,5279.5174138493858,1738.4006207022019,14206.315795785908,12154.987206895199,2313.9096196662781,3581.1959080987581,24970.381697586272,6661.5559782974451,2711.6280479938919,4784.4089972354814,2348.67238040955,1011.1152133956014,123.19207938094181,4609.3540424623852,3436.6348265163365,164.82615143511256,748399.439223569
211.5,170.54456582683349,2552.9803666943831,16278.526258473898,1810.2762053768131,23615.986963124353,13077.331517112209,33593.284693873706,50313.69931075201,16237.861945723242,9832.5797187712124,8879.8184143089602,540.88646043876122,13785.862895945058,51.225215457460791,1006.4936729276313,1091.5458745703525,708.9907659393391,424.86517974485889,712.11671350303038,2672.9876851079539,7668.527584775984,7551.1714621620276,6287.0859266128846,182.8352261978072,505.36465940074913,9474.3975099237541,3118.9308173070849,120.73992418824359,4568.3133478073187,3572.3178233332742,1360.0402038486375,11007.345537251358,15563.152487439849,3142.2073790957975,161.89316619973266,970092.30490191549
213,141.09182165068657,1909.1720886548012,8148.4996836009423,4803.3804099936406,22540.397577317632,21331.086487549379,7542.8262522372634,102464.53830739266,18965.504518123384,14616.544844844055,519.34506878049115,399.67095958876547,264.50199327600825,233.33622543866582,1545.0445527401935,1267.3402131632563,1442.9739406602625,406.12097660314032,745.80812613341379,29145.771296098908,1041.2546031893403,8071.6570434564592,17520.203013258342,1166.5197122685058,10950.56960275715,12586.594415846965,10284.781495095214,4842.3931342322194,5289.2337393754606,3713.682000744549,7658.2920954923065,1141.9109854252627,7535.0010595914973,1797.8655938163545,159.04400276250709,836158.06080652343
214.5,65.602837412723801,1723.6885322449098,2246.6144245720216,1101.7994698242489,12970.996604387166,2301.535099363377,3017.0122660630163,21625.200194525307,10772.061199719696,1540.593277824601,1537.9506749802192,310.27430369334752,3057.2197435534054,354.94952442340002,835.0661546034604,195.08242329140725,2347.5414913917875,535.4828418516347,483.91509491831846,611.45511625158304,3907.0818253622074,22003.659948742225,9983.5488766504877,6731.8972421777089,9588.7844138929559,4679.5603570561843,5359.3879108488227,546.09192343750988,565.10225386086893,1552.0559502218662,2979.6288847330275,2916.1409311711177,8630.7046522087421,6250.8407189068548,156.2753771635397,1415544.0893110591
216,72.328903349434825,7124.261330016102,1922.2408936095328,6170.6715557737925,7407.7315570577175,14398.421275574003,9174.9240598563683,18650.405382934237,9524.2199885671889,4177.7146344107559,6494.9870804531683,800.56892213290621,26322.098434596897,317.6632356802059,716.33483361660615,495.42107115762428,1165.9796592971172,32.211713501884013,268.86071916398282,43809.278612185008,44.206593330096311,3193.5119195531256,9069.5346116458222,821.63903520573888,79.277442535269543,1873.8314451259719,31169.604256259136,3144.1823370210686,3524.2187801638283,1601.7678571862446,1085.8956226439968,8118.3585495598145,3552.058987676302,2429.4010280796788,153.58416875278638,1285.0609363334272
217.5,23.342779829085956,224.89792981929639,5699.5223021884576,528.5507128553885,8724.0178189755206,3095.9990369234306,26333.269880405325,15384.086785252359,8883.3133038900887,1515.1674235991043,8578.1314391966625,628.66356945661403,1228.8946734599444,130.85489693626832,1448.9607662911342,780.05307319053213,90.756534503750032,99.558443766791939,257.43872866969042,15813.088873275987,3749.1032393644155,27585.192114522157,9162.8067670536038,3511.9902572912642,1148.6729374421332,3229.8211462491213,13127.898481774473,8624.9263852040276,2797.977429698502,1337.9672287541234,5440.9013887954834,2136.4770544794756,5399.7718054356728,4361.8874383365528,150.96741038322762,1358423.275193257
219,69.511353405159937,5463.0110509616934,28383.747538240539,795.04838140776155,4660.0131101959832,11781.739456814039,24174.857481047809,50411.016461080813,540.44889882138682,2254.7891472838623,4262.3508443866112,539.32896633882149,5428.2538439030559,146.28076446597018,1264.1950973719611,2879.1401832219117,187.25520460134481,51.886401618190646,378.32506408898337,8502.3772960570441,7123.2168237589576,23212.318160256189,6465.7121597507366,939.78551314758602,2180.958083200358,454.32645651225562,6762.0325979803429,2037.7477424515682,1094.4461412338665,1900.5105802305823,1581.9320983942916,11010.862139377699,5736.575228526438,1398.0629082230594,148.42227928327591,518954.34610672679
220.5,20.392549485135312,2038.6387373748753,8536.8890575780151,1007.9944876793933,983.88439447258031,315.46384378927252,79504.753182361135,26814.298260642488,14617.520147879073,11598.016468355065,20332.963126859569,721.8307125058127,8669.2385316407181,60.497547997171779,988.45923418473035,2105.0828774439915,551.16052395155828,50.262144288918634,658.2000115533624,2670.9198091583689,1841.0007752459712,4572.2659311163234,4331.5823233792098,450.28597125270221,1657.6287613434035,27427.245027170338,7375.9943521466203,4029.9433091634805,12070.869081193936,4722.9177096217245,1439.0442197131244,3181.1011063125352,8160.8737764832022,2772.1233123741781,145.9460885774084,1566633.2074733071
222,53.854561475403344,9504.1973154726948,77.515156109922259,6677.1162609636576,37768.465935748391,13610.194487813014,8805.4770847901655,98179.616215057176,46134.942141334039,6781.7826237514919,1115.0674349566355,405.59874753273505,4583.6807744421831,33.127677609240102,1157.1936294815957,2167.0181432517224,1549.8831264208402,182.48516878381534,1142.6717134247804,19012.063886412652,6031.9728151943027,8798.8123227724609,942.78258888410812,1014.2939155504163,4211.393677456128,12488.523640605436,48376.896914764868,2195.1604656784452,14212.814544349334,2200.7884348717103,3788.0136598873155,4894.5127772416563,6587.7836911142622,2701.2145553587748,143.53627937213813,1499523.9899740289
223.5,51.169146508516675,2877.0558599708056,165.89934129678321,4400.4325734056883,6374.0606628962605,10578.643258426435,1536.3484159119287,3173.2175661778469,30410.974828005848,17696.089227845277,23063.749631204071,415.94432124228371,4239.9608568750064,21.228139795145864,1664.1857150275252,1425.1768300662775,4696.2728649774263,22.264684584479578,1518.796980955196,22046.357020682961,23271.800794466195,9869.8810151453927,1356.7753168287857,997.02834931969335,12042.124909220094,2394.5205830037767,486.95485442263669,324.42655793852344,3512.7524617123663,654.36657435750317,1829.796567254313,345.59333057854764,11007.537780516379,6307.3536799683689,141.19041339211455,735926.71681961848
225,201.07865344476181,3960.8144511567075,1946.2969624821005,6528.9912296051189,11209.99401823094,36617.653181287154,7561.7587177118312,7902.1057744191176,6850.4911243186689,4062.7100317766158,4501.4716481390369,397.81650124915586,5016.0471090671699,245.12891423148596,1285.9125374193827,1651.5976114235596,1323.8896243986678,34.521451015043198,1321.2776222854122,25939.586333677926,1934.0856953931727,1000.6777981205094,9449.2986227919846,1942.1223954843942,1613.0792553050803,26378.657849825249,202.49263442904299,3739.8746611280521,137.40343880859842,483.75011631395336,2171.8621789731887,5407.0740604825005,1244.5012463690136,1779.0857787254724,138.90616610924113,60843.439924734681
226.5,183.63045255524645,2244.784656452272,7344.5429674977395,20.943119546617911,2126.5722946250112,6244.981390613033,10906.192138925933,7132.9536539854444,10599.69896714401,10518.272967040719,7634.8702511861493,622.77949074177218,746.5647490389083,66.073666003442938,522.42306041884069,2122.8056451830325,432.96664466141067,31.128073916350676,638.02786498453838,10869.091516746123,2057.7054110839435,1716.6483436578387,5819.8735470841229,1516.6497242510841,2318.0102546061094,9007.0439662811896,2524.8024979646343,1296.505984496818,4756.9850522229945,941.92798093309477,2193.4674101934856,5165.1420822822583,2167.6271087739919,1056.0270206562527,136.68132032500083,1617775.9754337354
228,42.669692858410009,1312.5342441596833,25684.591848770553,686.79129696539951,18043.810806582202,7714.4444338177846,12296.041532738182,69145.383091330383,12056.768759387711,7892.2926311997471,6459.6176556506816,399.28584978687252,8173.0631855919728,59.804966423698907,1454.9635454180502,3693.3620570860153,2736.7103264571965,711.49693652245389,140.73386271914927,5109.0436501067015,1853.8362177202412,2054.4654380660481,686.02317761871109,827.76892749480214,6240.7732982806829,20974.121285599427,7462.2807472872719,13734.319959969644,1440.7082663024626,784.15331330628328,2919.2613654098191,3048.3989392782523,4188.6248806779549,876.42847390144004,134.51376017865144,1497054.6372148469
229.5,109.92190155964299,1760.2536800164278,4433.0147667908213,3405.3328222363252,1599.1762768275116,13711.203000556019,25762.849834645895,7306.322590126204,8345.8281116735889,7605.5974573143194,8620.8257347894432,559.5927888425831,7973.1056619730671,192.74068623750824,1284.2725384413095,1177.1681040290716,582.97327289719317,576.33189146216648,196.62232854795025,17953.550191185339,7387.9860398683559,884.10761942553381,4581.0936269858048,994.10626096800172,3585.7955826108291,12600.435268288011,4748.682940297218,7945.6494142536358,3894.4928831251573,351.51824504115143,2486.3721528206415,2970.3535904705827,1251.63760144706,1738.8842066393181,132.40146554846044,594398.44874926435
231,85.937898884643133,2008.2200637984556,6651.560725803377,10214.650077194312,7665.5136165917602,18545.658513157803,4214.1520030671918,48983.231347739616,5335.2269261401198,469.48664221711192,12846.866091643391,368.67060286448071,413.62534177828394,87.953491506635714,1122.9776619406966,105.3661782236149,115.53958386810858,90.809849277369807,391.22992719657111,15933.874056714445,880.29520175908976,4935.927030535956,1007.9543729154506,16.057813957681415,5942.1375997373407,4606.30383310864,3533.7715964228946,3552.054197059168,10481.793699510321,501.55563133980758,2828.7300406524732,198.10082497381413,10243.420756796799,2770.9688685279298,130.34250681066155,288306.71361767268
232.5,167.52168405882944,2549.9915731595893,11639.61786898734,9504.2603200248104,52742.600762550304,3195.6921283438128,7385.7156054600955,19167.252978119563,14722.810057085348,1223.1569645090849,3718.8713839737716,381.9091161378505,9399.3916020176548,99.915147418997407,909.82626083127866,2025.8547750938405,322.61393260314748,1.8428025257043035,246.630837791,2338.5439570789581,9437.9491128578684,4567.6263487171964,1693.9926536254036,1496.0335539077914,288.98140908493934,5997.1589807556638,4012.8748552498114,280.55125596623873,2656.9099284660101,634.10319024893761,1127.3818712551492,1895.9458961260293,1812.9301978456685,1412.5186675494681,128.33503993719657,14551.221381770218
234,187.37728941119889,367.68792344056561,17646.029146036748,1116.2184749817018,7688.8536441054985,8493.0353282093365,1011.2874435381026,16244.815125622892,24882.704382215004,232.79509298270037,24020.617818169812,197.89593719666195,1690.8339308954723,35.433475524543546,1079.4293380835472,932.65673117933397,989.03603446362058,91.676619057568061,4.7736967878300343,11335.756647368287,5850.4452897334504,5717.1853890416078,2045.0758333344913,1261.5186668564181,1638.3033069579028,2958.4080490440774,11299.285568910371,9602.5914419747041,2169.0101673495574,610.61553368351179,272.87077918756148,627.909629748263,504.74039387428382,5337.1708456706665,126.37730190202633,17005.288260674191
235.5,217.09106421943915,746.61326513987797,572.21117682248064,1089.6939221937434,19223.905458826124,68.816620823510803,377.62673665523982,6286.7908078966057,1272.4942760904207,1492.9249216125572,7783.9627772641579,531.19409140114851,20131.459443084237,111.01349361300019,1472.7400649981128,1665.2566464787162,1182.4907632251798,246.7867526868103,244.91764822511072,3290.4432885790015,404.80998858849352,11.665504778697278,21653.420270158793,329.14922767125881,1296.1199207551751,2002.6783331833553,472.85897279087118,20369.951374345463,2958.3183377550781,1306.6071304191407,338.43713139473658,7095.8881309798871,4858.3188550573313,4954.8842487232114,124.46760637616069,501745.48101215845
237,190.12677902747774,1360.7368956466494,464.58512014705963,9828.5137720252915,422.50239479073787,82.777724856524543,1734.6070689227697,69788.377803572032,1205.4001121130336,10822.387389070909,2648.127690512315,294.48046475464179,11939.213650313695,206.14196772307881,599.34312145289789,4599.585576534414,89.680487315778805,201.01742371003485,999.3510013128282,8338.0968222796855,2441.0129449999017,4999.1597747274591,3944.6638556466551,86.003929202489388,3266.8411533236654,3836.1104011340426,14125.427644402609,949.27655782888564,4416.1633126235965,2191.3533100380823,523.87430103248948,1469.7543521891641,2687.7510408250046,6252.3096736074949,122.60433969159941,88821.417047501163
238.5,127.77459857772355,633.43713607616201,546.65228762969696,8288.0590262854821,3538.2064024316414,2607.1280702248409,3049.5509696888107,26018.795776109746,2059.6177589202985,3782.0670259693143,1585.3000136866428,205.84649766468704,6413.9903525406526,376.19788875033566,324.71879689072404,1131.1686846208545,478.55273692187018,209.26560607915778,1760.0731651291628,1292.8581376305506,478.59217888936337,384.98006028166111,9504.5540797827689,7.3947267501233602,3112.8076073276443,3392.2792280440808,1695.8590875498389,26829.000540442361,3240.0744376591019,1125.0398824159838,284.84411205025651,352.98798620347691,2547.2364466492804,1590.5645992147909,120.78595705202778,1424300.4402219374
240,5.7311605635196736,738.48181097761426,3955.1395531308381,115.12498717518677,2138.9862693654704,1924.6017974699726,5727.3116054134262,15770.402365492195,2403.6985706315418,7885.1980909013437,5265.260193601659,344.72423121189587,7898.0459826496181,39.820373136144795,1827.6724227519142,274.03052595658431,1137.3463143710167,393.93872735503578,2223.5152178561866,399.78384885761818,15416.704095097159,2611.1444719458223,2432.3090518885206,275.18718595821576,2267.7937591903665,36317.790888302588,6727.8821799453626,4095.3945300123887,1896.1411019701923,2565.8471019040708,110.95896787569644,2516.2836860677489,5201.2781075528837,2538.3784996455729,119.01097897616575,156667.64255055395
241.5,15.002518621395605,3300.9354134512637,3150.2532228865057,1512.5855681911698,28677.55403791038,8102.5956769966151,15233.316521545523,2276.1608073515567,2043.6351973607211,3504.6492994861323,3581.3032157120274,342.42646440123559,1107.3917881265706,21.117081530140819,808.07658872008744,6219.1287295174097,923.15620388655759,338.4884420648375,2513.364040839288,1029.8110408948032,6557.2625530262685,9166.0882608046886,5091.5823292653049,643.14004294206904,2531.6698102400596,9116.5894182358843,6151.6454946065978,8627.7619600470025,4042.1693633264758,2164.1246589332686,2416.2107466901025,2200.7532500420898,1995.5297265777631,4306.0377071788525,117.27798795510654,63806.932363635162
243,47.160163047665804,2289.5930146229562,675.91836615655836,2792.7706435548957,24303.908387550466,7088.744452510864,1324.0053243320633,52034.17537587956,3051.8067650345911,1377.2854781122517,15898.862066467502,162.20581694625264,2730.2275494510586,35.711817999929963,571.48732857400466,2160.2109733185398,254.94339797388363,532.4145758522078,2696.2170935681861,12972.416560152828,3677.0934270410439,2588.9118248153136,503.94767590674928,489.84033679868281,553.62954174285187,33831.762452475283,3092.5132140591381,777.46412566001788,1515.1560131133535,1412.7266062954247,94.754467513009885,5459.0616870618851,586.31742002651288,1218.0717336541325,115.58562531016665,46976.47693126557
244.5,189.13005625964601,4543.506443152949,5278.593711790224,1063.7998532871954,4139.9740048476351,12631.197832669814,18053.159322538839,1196.9083789984204,3932.9202980260688,839.19576985182584,5156.608561748275,161.59905678481419,18534.05252593855,112.69619697898192,764.77556793637154,6898.8452506973963,89.644890515787793,77.804122835721628,2593.5730643868569,6685.6868118609927,4388.1808926316135,16502.246682891546,951.63274681930602,626.91971929480712,1526.2159877154327,13262.876788382011,7400.5384516688064,2389.5818922699154,2083.7760754091723,1197.0444687102547,2732.2168687490675,2832.5662142424035,1971.8125714615701,3969.060021865997,113.93258823753399,11001.140064398904
246,104.71585309198679,5176.1282366780179,2657.8912558962206,3293.9069566245707,28969.658954914299,34484.319491320428,4827.9137771548685,44830.460060282479,3773.1357599549547,368.86260633487632,13499.007233455955,286.73249468706825,15277.695714925447,101.33844313785066,1403.4130190997698,284.75456592471818,997.39333411834627,353.4307047015148,2183.8475629419268,18794.802836486197,18770.806300743086,1841.8687524377062,2191.8432980091638,984.90118687450445,8792.7151453815968,2553.6519880116198,3095.3967843624418,5536.8884843844171,2648.3788404915126,2106.3942469625731,750.96181236944562,1071.0884764738962,1725.1046533929957,760.2993708122965,112.31762702609755,428713.29406764335
247.5,5.5823518075173064,5252.9219254226755,7609.0831181720805,2983.2100062811201,3764.1905957714225,1195.5844372798704,19192.473698705951,11452.078005848924,7218.9879563659897,1106.7257806633211,201.76201845617001,185.18636260294235,6636.5148588050824,33.165322739030167,982.87118617130409,3025.9755028699619,841.09007379579248,487.24132433615227,1761.5473373768659,30309.891410379707,11597.028909227181,952.54977635122032,8470.5290971288741,2417.9734730540731,603.46751697537491,7871.1009038928069,1473.8539554304944,10755.400053351806,2960.2344960799769,398.36132439439405,858.58888850324695,1644.4612833256892,2331.9198331611997,727.30725337687613,110.73954243836778,687020.83813040424
249,74.588181708195478,2455.340733310838,5335.1640837449786,589.46955398549221,11179.785538727803,4260.5493930656648,7744.5415031386947,18251.026158122939,2588.7599371672159,1760.4069513051957,6853.2238942348467,300.08061356722317,4472.3529895869633,54.275987967625717,410.18920341086715,1097.0978759403081,609.0310264153984,481.39758609864424,1521.8085101267357,10657.334569480417,29630.707682440076,2922.7345738126637,1785.8566824471507,848.07850582031574,747.61867744552717,3374.5301440048997,4226.3035230118257,808.8052763967105,116.57943135696982,11.562640389910932,1200.85887032498,873.80494540067093,1684.2688877716398,2100.755194782907,109.19718324175919,469676.85052453092
250.5,75.225199081013912,3838.3613351186405,1122.7097462944128,593.27177047744738,1059.416019490382,3108.1124494208775,9877.1791218112758,13626.755090335515,13932.776140565136,8054.5339072135557,6927.4888685431424,204.74916809739301,6274.417542995131,148.92291111530889,884.08213749446224,1603.1334631249833,268.76052570900993,279.49917588519696,1316.6849766360228,3786.8877300689205,7003.5120175250686,5009.8268992296671,5434.1554356572942,270.11875158766935,1011.996237417181,10667.165981842507,1611.7475168833282,536.73261343877368,1685.2209380529421,378.87507018960486,1111.2876671712445,1654.7130992829409,1273.9817310831659,2509.390359589383,107.68944388168936,997070.08815745637
252,11.378134471553867,1476.4635871139978,1415.9251577712766,9681.3755545548174,3601.1693032437752,1673.8208170951139,3899.1558851141513,23310.098005667453,12971.252292884046,2008.0595166926255,745.28383573843155,200.31995694191849,3142.4784980209852,270.65695618070799,1414.5025866075423,4169.1130002743121,42.633927634504467,413.5074137910168,991.54636230599317,44599.687832621319,6325.2134185517634,742.22128206688512,10678.69262951476,1694.6259177811244,783.15664293569762,3251.7375556325524,1069.588434158155,294.69421039534291,1573.07968636394,364.14847565495694,3771.2143219010541,2829.8177630408477,2704.1618815720371,3338.878054522761,106.21526228736258,56759.522648146201
253.5,37.239119273645976,829.57528466340386,2841.2512002498638,1492.115467995731,24086.864210463955,313.50849980611213,6564.5209011034076,4824.5528091174319,1770.8653719548638,11511.076699067547,7162.6539243804573,52.313447621911898,13154.574565118464,78.520952029243816,714.76128277492194,3879.3351773319905,16.927468936315353,300.39947704151433,675.07116553592618,9685.2179837763342,5356.8367462616661,5449.4110635416355,3228.2206511241156,266.67697300425777,38.148528552531147,1893.4968353938107,4904.3379411905989,5544.9184065902091,1715.7602496377372,974.71183677393094,414.4959396310316,997.67401576843088,4517.0443934403411,3316.8019113318805,104.7736177991419,346028.30909540609
255,87.183221830693441,398.2429945409923,2666.0945281555319,2585.4114089159316,13574.455798997242,14523.785491613837,2495.1748160066268,3880.0219958496727,19657.947652876945,1242.3488095112903,10294.205586814986,212.70119705941511,6236.7438393602542,78.602983912941966,273.12827226893654,2176.8085343129751,533.25231060496947,6.6721759350747183,562.24427619820096,3524.4482832872968,5120.2383790179529,17147.887695745168,5871.4229933063507,2917.332043241081,3576.9833731037961,4751.7740076945029,14294.779541008009,310.29784853366931,240.30664865326216,1668.6558862634072,668.12086291961054,3226.9128363884342,1888.4153948177677,1275.7172845742048,103.36352921466815,959602.74884452904
256.5,27.827316910873854,1094.4201659094224,1610.2561329714238,856.99840814957793,6115.6389363498747,11762.613538598685,1446.7159411616892,1851.4489739813562,8140.3709881789864,5838.5118720922574,2887.1210320677192,221.86893180768755,9885.6493231003678,231.60293472764184,1184.4597590479373,821.65799742331478,160.48350223675942,158.02945490387265,652.34596594446589,6049.9674396511282,10881.475790661825,3948.5935119559417,9806.565704504741,229.629630924715,2438.4944813562961,30895.284097579912,244.48268586683338,22624.971425892203,3008.6237554885761,780.20415896016084,2077.9294341026362,4794.3870231968913,4303.840371282402,2077.5279270462565,101.98405293962708,304996.92742986174
258,48.983616207611178,1416.1971482123561,7150.1033679845532,962.54357343733125,4464.5022324276142,10950.30805960506,37683.742052757974,11958.426173363887,8232.3082113215496,3402.4783917733903,1598.7181286170289,233.34843493029763,9149.0781728087659,219.07140394418815,1110.7518624773638,1238.0196511464796,237.81418439536324,552.86361819294223,855.24447254941424,2883.5496887217168,4344.0579486898787,10106.468658476504,811.26679034166455,39.42746373252993,548.11459528613557,11276.862416960914,5211.2543345360264,1881.5403382053248,2078.0879282092205,505.86956763092581,1574.1763436405795,3669.7595866413917,794.96479662293586,2417.03505208158,100.63428124251881,472758.61305550957
259.5,21.008250860099867,1406.7359574914055,368.48182197533504,6523.5152570568853,4495.0044785075352,4860.0024854926633,8415.9368429601891,1329.6851075737377,3545.0315519234218,1148.9016683916796,9336.0620882271814,130.14633301977059,3016.0826447954892,278.45197821940525,763.82802805103836,2544.695937509493,530.11865680645769,332.98480703541082,1126.4904042391149,4993.9661442679626,6555.671004785082,1653.9859456314323,10938.968516728062,74.400396753199914,48.183058776201413,9248.335019489803,1044.0875176364848,1284.2787329009825,2678.8377819939756,1121.0043131640916,1277.2943576524153,4457.1293721565289,4703.6622315108998,903.21362102691398,99.313340603546152,299672.8026561545
261,9.3171840028568962,3240.4387559931483,8326.7245832187818,1505.4867162765297,1417.9632394138646,12880.472151711943,1397.2392386789134,15319.742775966943,2022.4061149852939,2144.8433048491747,186.43907844942598,277.8883481683784,5145.9411501427267,60.768121895511712,414.22340031876985,3675.4015325488085,241.53641312710764,90.499717921747802,1350.3224690878012,11197.61308901841,3311.7585098930758,756.4117268693027,10716.460514880237,125.1242110046245,962.63126398669169,4950.7483101519429,7708.9421631779578,2790.7729893763781,6316.5736968661186,1199.5254148336248,2272.567858779536,4860.6086265513022,2924.3776079477698,1996.2594519906274,98.020390152002619,510286.29053973098
262.5,8.1153456976842335,1092.3739253537867,2173.6803928451955,30.625625517550645,4115.976823063861,6448.1452942466149,14723.54291700359,723.95969260992399,26784.299309170285,8825.1045092204095,6191.6858147987514,122.61320174369529,13308.073235081643,27.071492154409189,1339.4389674328675,1906.7283658449078,375.09116429096713,110.3461282201383,1325.9929106340458,6394.6748528546204,6733.8308928803781,3542.9250861814617,4283.580688850524,276.95076393398949,1134.6079500263763,14807.394283409865,2665.9573959037812,2789.6017038316677,1636.905519961374,909.57182656566511,2369.2401134534148,2511.6328834851433,6819.0435507794082,2996.0803301381065,96.754620188467456,1997787.3352997396
264,56.342912239225264,1985.3314413620915,1901.3536244491418,1277.2790421770587,528.35284426214503,14297.027812369815,1680.4137610439013,10757.281788371865,6109.3393444914927,3020.5947004586392,3153.7436301504226,161.37511943989202,3818.3802377904244,38.598689145796683,1095.7555542947109,6353.7139247264886,2748.1494780961993,63.35535119154293,1052.1372915537006,9456.8827919331143,492.28643744056399,9891.037736037586,1144.7137248364525,1112.1078589203937,286.4541385704066,24447.354359333662,5597.4372379580627,3909.1313504520167,4120.0637948155199,1376.018956963489,787.41793191103272,788.56281125560008,7926.2685332107058,3148.1778099585454,95.515250784149828,620666.78627270123
265.5,105.73145037044161,433.62907905137934,3393.1202349490277,1671.8706101164696,36051.359968680299,10828.531040420528,1268.6543480718281,542.95282023877201,2994.2404151867377,654.49551113442669,6573.4897762316896,73.291185869150894,2020.7469156760642,43.665028732633779,279.05800093467275,3218.8027283019233,241.12183906300072,166.01968765795363,826.32175940905893,11231.019086839129,1536.8307397629305,4777.3286251084473,4774.7887516706169,508.68243890555198,951.93143981174262,35382.924876729201,19999.548041537102,630.05659975412459,629.93739809514796,1281.911780724141,1072.7227004228689,3006.2921817274064,1053.4977029572794,1843.5078218457504,94.301530454913049,686139.61966688151
267,25.704725251508346,4435.7333487909864,1364.7334161310266,1500.8488752253388,6556.5275717463419,9102.9406362812133,1303.7317923856474,5748.5437393768607,4764.894883124618,2906.2838001075215,1464.6822541482138,138.11800924794358,8342.418083894996,128.81723068892302,606.48999996486134,781.57357974946967,319.23794675819641,277.16276725372467,870.21424970548014,13409.378763364777,1072.8276655780382,35119.797369410393,407.72161326971144,38.53336777471398,647.72848899653638,5501.465198541775,2894.2449450740523,8196.7976955821669,4831.3148889463009,1866.4848548367847,640.97914176780409,749.60003588240488,3641.295217795011,2008.1649837103837,93.112734904296161,941014.40458241408
268.5,19.708129389404473,655.07277316104705,532.39264776537073,2440.685198468555,1892.8197260066156,1333.098063299464,1306.3498855676519,2341.0281921279275,13003.352002392598,2729.9049221912173,547.98882540829641,94.804524844961719,1646.0960856671988,67.709675964421095,980.59094706256508,479.13415086498367,750.31956456547732,717.05759690528532,1013.7659080565832,26026.275451318055,4898.1198045834262,7481.5982156770006,55.895710956381066,1441.2210548837504,989.75017696455927,1739.9706798313987,3778.2589197546326,19287.608057689933,5811.1678093563187,952.41123726211606,1091.302412051137,2722.3870696461649,250.60304439088605,2298.6590756350024,91.948165831408161,235053.71219180731
